D01-A25,F03-AC1,D01,A,Media,disappearance,Med.dis,ER.P,Peo,Med,,,,,A,A,"Loss, due to accidental disappearance, of media supporting files  of data, in the media storage premises"
D01-A26,F03-AC1,D01,A,Media,disappearance,Med.dis,ER.P,Peo,Exp,,,,,A,A,"Loss, due to accidental disappearance, of media supporting files  of data, within the production premises"
D01-A27,F03-MA1,D01,A,Media,disappearance,Med.dis,MA.P,Vol,Exp,,,,Pna,M,A,"Theft of media supporting files  of data, within the production premises, by a member of the staff not authorized"
D01-A28,F03-MA1,D01,A,Media,disappearance,Med.dis,MA.P,Vol,Exp,,,,E,M,A,"Theft of media supporting files  of data, within the production premises, by a member of the production team"
D01-A29,F03-MA1,D01,A,Media,disappearance,Med.dis,MA.P,Vol,Exp,,,,Pse,M,A,"Theft of media supporting files  of data, within the production premises, by a member of the services team"
D01-A30,F03-MA1,D01,A,Media,disappearance,Med.dis,MA.P,Vol,Med,,,,Pna,M,A,"Theft of media supporting files  of data, in the media storage premises, by a member of the staff not authorized"
D01-A31,F03-MA1,D01,A,Media,disappearance,Med.dis,MA.P,Vol,Med,,,,E,M,A,"Theft of media supporting files  of data, in the media storage premises, by a member of the production team"
D01-A32,F03-MA1,D01,A,Media,disappearance,Med.dis,MA.P,Vol,Med,,,,Pse,M,A,"Theft of media supporting files  of data, in the media storage premises, by a member of the services team"
D01-A33,F04-AC1,D01,A,Media,inoperability,Med.ine,AC.M,Equ,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files  of data, within the production premises, caused by the breakdown of an equipment "
D01-A34,F04-AC1,D01,A,Media,inoperability,Med.ine,IC.E,De,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files  of data, within the production premises, due to a liquid (water) damage"
D01-A35,F04-AC1,D01,A,Media,inoperability,Med.ine,IC.E,Se,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files  of data, within the production premises, due to an electrical over load"
D01-A36,F04-AC1,D01,A,Media,inoperability,Med.ine,IF.L,Exp,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files  of data, within the production premises, due to a production incident"
D01-A37,F04-AC1,D01,A,Media,inoperability,Med.ine,IC.E,Pol,Med,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files  of data, in the media storage premises, due to pollution"
D01-A38,F04-AC1,D01,A,Media,inoperability,Med.ine,IC.E,De,Med,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files  of data, in the media storage premises, due to a liquid (water) damage"
D01-A39,F05-ER,D01,A,Access means,disappearance,Cle.dis,ER.P,Pro,,,,,,A,A,"Disappearance, due to an accident, of means required for accessing files  of data"
D01-A40,F05-MA,D01,A,Access means,disappearance,Cle.dis,MA.P,Vol,,,,,,M,A,Theft or malicious destruction of means required for accessing files  of data
D02-A01,F01-EA1,D02,A,File,erasure,Fic.eff,IF.L,Vir,Exp,,,,,A,A,"Accidental erasure of files shared for office work, due to a virus"
D02-A02,F01-ER1,D02,A,File,erasure,Fic.eff,ER.P,Pro,Exp,,Ain,,Ual,E,A,"Erasure, due to an error, of files shared for office work, by a user authorized legitimately, connected from the internal network"
D02-A03,F01-ER1,D02,A,File,erasure,Fic.eff,ER.P,Pro,Exp,,Ain,,Uai,E,A,"Erasure, due to an error, of files shared for office work, by a user authorized illegitimately, connected from the internal network"
D02-A04,F01-ER1,D02,A,File,erasure,Fic.eff,ER.P,Pro,Exp,,Ain,,Una,E,A,"Erasure, due to an error, of files shared for office work, by a user not authorized, connected from the internal network"
D02-A05,F01-ER1,D02,A,File,erasure,Fic.eff,ER.P,Pro,Exp,,Ain,,E,E,A,"Erasure, due to an error, of files shared for office work, by a member of the production team, connected from the internal network"
D02-A06,F01-ER1,D02,A,File,erasure,Fic.eff,ER.P,Pro,Exp,,Ain,,M,E,A,"Erasure, due to an error, of files shared for office work, by a member of the maintenance team , connected from the internal network"
D02-A07,F01-EM1,D02,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,Ual,M,A,"Malicious erasure of files and backups shared for office work, by a user authorized legitimately, connected from the internal network"
D02-A08,F01-EM1,D02,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,Uai,M,A,"Malicious erasure of files and backups shared for office work, by a user authorized illegitimately, connected from the internal network"
D02-A09,F01-EM1,D02,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,Una,M,A,"Malicious erasure of files and backups shared for office work, by a user not authorized, connected from the internal network"
D02-A10,F01-EM1,D02,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,E,M,A,"Malicious erasure of files and backups shared for office work, by a member of the production team, connected from the internal network"
D02-A11,F01-EM1,D02,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,M,M,A,"Malicious erasure of files and backups shared for office work, by a member of the maintenance team , connected from the internal network"
D02-A12,F01-EM3,D02,A,File,erasure,Fic.eff,MA.L,Tot,,,Ain,,E,M,A,"Malicious total erasure of files and backups shared for office work, by a member of the production team, connected from the internal network"
D02-A13,F02-AC1,D02,A,Media,Destruction,Med.des,AC.E,Inc,Exp,,,,,A,A,"Loss, due to accidental destruction, of media supporting files shared for office work, within the production premises, due to a fire"
D02-A14,F02-AC1,D02,A,Media,Destruction,Med.des,AC.E,Ino,Exp,,,,,A,A,"Loss, due to accidental destruction, of media supporting files shared for office work, within the production premises, due to flooding"
D02-A15,F03-MA1,D02,A,Media,disappearance,Med.dis,MA.P,Vol,Exp,,,,Pna,M,A,"Theft of media supporting files shared for office work, within the production premises, by a member of the staff not authorized"
D02-A16,F03-MA1,D02,A,Media,disappearance,Med.dis,MA.P,Vol,Exp,,,,E,M,A,"Theft of media supporting files shared for office work, within the production premises, by a member of the production team"
D02-A17,F03-MA1,D02,A,Media,disappearance,Med.dis,MA.P,Vol,Exp,,,,Pse,M,A,"Theft of media supporting files shared for office work, within the production premises, by a member of the services team"
D02-A18,F04-AC1,D02,A,Media,inoperability,Med.ine,AC.M,Equ,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files shared for office work, within the production premises, caused by the breakdown of an equipment "
D02-A19,F04-AC1,D02,A,Media,inoperability,Med.ine,IC.E,De,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files shared for office work, within the production premises, due to a liquid (water) damage"
D02-A20,F04-AC1,D02,A,Media,inoperability,Med.ine,IC.E,Se,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files shared for office work, within the production premises, due to an electrical over load"
D02-A21,F04-AC1,D02,A,Media,inoperability,Med.ine,IF.L,Exp,Exp,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files shared for office work, within the production premises, due to a production incident"
D02-A22,F05-ER,D02,A,Access means,disappearance,Cle.dis,ER.P,Pro,,,,,,A,A,"Disappearance, due to an accident, of means required for accessing files shared for office work"
D02-A23,F05-MA,D02,A,Access means,disappearance,Cle.dis,MA.P,Vol,,,,,,M,A,Theft or malicious destruction of means required for accessing files shared for office work
D03-A01,F01-EA1,D03,A,File,erasure,Fic.eff,IF.L,Vir,Bur,,,,,A,A,"Accidental erasure of files used for personal office activity, due to a virus"
D03-A02,F01-ER1,D03,A,File,erasure,Fic.eff,ER.P,Pro,Bur,,Apc,,Ua,E,A,"Erasure, due to an error, of files used for personal office activity, by an authorized user, directly connected to the workstation"
D03-A03,F01-ER1,D03,A,File,erasure,Fic.eff,ER.P,Pro,Bur,,Ain,,E,E,A,"Erasure, due to an error, of files used for personal office activity, by a member of the production team, connected from the internal network"
D03-A04,F01-ER1,D03,A,File,erasure,Fic.eff,ER.P,Pro,Bur,,,,M,E,A,"Erasure, due to an error, of files used for personal office activity, by a member of the maintenance team "
D03-A05,F01-ER1,D03,A,File,erasure,Fic.eff,ER.P,Pro,Exp,Abs,Apc,,Una,E,A,"Erasure, due to an error, of files used for personal office activity, by a user not authorized, directly connected to the workstation, while the user is absent"
D03-A06,F01-EM1,D03,A,Files,erasure,Fic.eff,MA.L,Del,Bur,Abs,Apc,,Una,M,A,"Malicious erasure of files and backups used for personal office activity, by a user not authorized, directly connected to the workstation, while the user is absent"
D03-A07,F01-EM1,D03,A,Files,erasure,Fic.eff,MA.L,Del,Bur,Hho,Apc,,Una,M,A,"Malicious erasure of files and backups used for personal office activity, by a user not authorized, directly connected to the workstation, outside working hours"
D03-A08,F01-EM1,D03,A,Files,erasure,Fic.eff,MA.L,Del,Bur,,Ain,,E,M,A,"Malicious erasure of files and backups used for personal office activity, by a member of the production team, connected from the internal network"
D03-A09,F01-EM1,D03,A,Files,erasure,Fic.eff,MA.L,Del,Bur,,,,M,M,A,"Malicious erasure of files and backups used for personal office activity, by a member of the maintenance team "
D03-A10,F02-AC1,D03,A,Media,Destruction,Med.des,AC.E,Inc,Bur,,,,,A,A,"Loss, due to accidental destruction, of media supporting files used for personal office activity, in the offices, due to a fire"
D03-A11,F02-AC1,D03,A,Media,Destruction,Med.des,AC.E,Ino,Bur,,,,,A,A,"Loss, due to accidental destruction, of media supporting files used for personal office activity, in the offices, due  to flooding"
D03-A12,F03-AC1,D03,A,Media,disappearance,Med.dis,ER.P,Peo,Bur,,,,,A,A,"Loss, due to accidental disappearance, of media supporting files used for personal office activity, in the offices"
D03-A13,F03-AC1,D03,A,Media,disappearance,Med.dis,ER.P,Peo,Ext,,,,,A,A,"Loss, due to accidental disappearance, of media supporting files used for personal office activity, outside the company"
D03-A14,F03-MA1,D03,A,PC,disappearance,Med.dis,MA.P,Vol,Bur,,,,Per,M,A,"Theft of mobile equipment containing data used for personal office activity, in the offices, by a member of the enterprise staff"
D03-A15,F03-MA1,D03,A,PC,disappearance,Med.dis,MA.P,Vol,Bur,,,,Pse,M,A,"Theft of mobile equipment containing data used for personal office activity, in the offices, by a member of the services team"
D03-A16,F03-MA1,D03,A,PC,disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,M,A,"Theft of mobile equipment containing data used for personal office activity, in the offices, by a visitor"
D03-A17,F03-MA1,D03,A,PC,disappearance,Med.dis,MA.P,Vol,Ext,,,,,M,A,"Theft of mobile equipment containing data used for personal office activity, outside the company"
D03-A18,F03-MA1,D03,A,Media,disappearance,Med.dis,MA.P,Vol,Bur,,,,Per,M,A,"Theft of media supporting files used for personal office activity, in the offices, by a member of the enterprise staff"
D03-A19,F03-MA1,D03,A,Media,disappearance,Med.dis,MA.P,Vol,Bur,,,,Pse,M,A,"Theft of media supporting files used for personal office activity, in the offices, by a member of the services team"
D03-A20,F03-MA1,D03,A,Media,disappearance,Med.dis,MA.P,Vol,Bur,,,,Vis,M,A,"Theft of media supporting files used for personal office activity, in the offices, by a visitor"
D03-A21,F04-AC1,D03,A,Media,inoperability,Med.ine,AC.M,Equ,Bur,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files used for personal office activity, in the offices, caused by the breakdown of an equipment "
D03-A22,F04-AC1,D03,A,Media,inoperability,Med.ine,IC.E,De,Bur,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files used for personal office activity, in the offices, due a liquid (water) damage"
D03-A23,F04-AC1,D03,A,Media,inoperability,Med.ine,IC.E,Se,Bur,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files used for personal office activity, in the offices, due to an electrical over load"
D03-A24,F04-AC1,D03,A,Media,inoperability,Med.ine,IC.E,Age,Bur,,,,,A,A,"Impossibility, due to an accident, to use a media supporting files used for personal office activity, in the offices, due to ageing"
D03-A25,F05-ER,D03,A,Access means,disappearance,Cle.dis,ER.P,Pro,,,,,,A,A,"Disappearance, due to an accident, of means required for accessing files used for personal office activity"
D03-A26,F05-MA,D03,A,Access means,disappearance,Cle.dis,MA.P,Vol,,,,,,M,A,Theft or malicious destruction of means required for accessing files used for personal office activity
D04-A01,F08-AC,D04,A,Document,inoperability,Med.ine,IC.E,De,,,,,,A,A,"Accidental disappearance or impossibility to use a document written or printed detained by users, due to a liquid (water) damage"
D04-A02,F08-AC,D04,A,Document,Destruction,Med.des,AC.E,Inc,,,,,,A,A,"Accidental disappearance or impossibility to use a document written or printed detained by users, due to a fire"
D04-A03,F08-AC,D04,A,Document,Destruction,Med.des,AC.E,Ino,,,,,,A,A,"Accidental disappearance or impossibility to use a document written or printed detained by users, due to flooding"
D04-A04,F08-ER,D04,A,Document,disappearance,Med.dis,ER.P,Peo,,,,,,E,A,"Loss of document written or printed detained by users, due to a loss or  forgetting"
D04-A05,F08-ER,D04,A,Document,disappearance,Med.dis,ER.P,Peo,Ext,,,,,E,A,"Loss of document written or printed detained by users, due to a loss or  forgetting, outside the company"
D04-A06,F08-MA,D04,A,Document,disappearance,Med.dis,MA.P,Vol,,Abs,,,Per,M,A,"Malevolent disappearance, theft or destruction of document written or printed detained by users, due to a  theft, by a member of the enterprise staff, while the user is absent"
D04-A07,F08-MA,D04,A,Document,disappearance,Med.dis,MA.P,Vol,,Abs,,,Vis,M,A,"Malevolent disappearance, theft or destruction of document written or printed detained by users, due to a  theft, by a visitor, while the user is absent"
D04-A08,F08-MA,D04,A,Document,disappearance,Med.dis,MA.P,Vol,,Hho,,,Per,M,A,"Malevolent disappearance, theft or destruction of document written or printed detained by users, due to a  theft, by a member of the enterprise staff, outside working hours"
D04-A09,F08-MA,D04,A,Document,disappearance,Med.dis,MA.P,Vol,,Hho,,,Pse,M,A,"Malevolent disappearance, theft or destruction of document written or printed detained by users, due to a  theft, by a member of the services team, outside working hours"
D04-A10,F08-MA,D04,A,Document,disappearance,Med.dis,MA.P,Vol,Ext,,,,,M,A,"Malevolent disappearance, theft or destruction of document written or printed detained by users, outside the company"
D06-A01,F07-AC1,D06a,A,Messages,loss,Dtr.per,IF.L,Exp,,,,,,A,A,"Accidental loss of data during a transfer: messages or transactions waiting for treatment, due to a production incident"
D06-A02,F07-AC1,D06a,A,Messages,loss,Dtr.per,AC.M,Equ,,,,,,A,A,"Accidental loss of data during a transfer: messages or transactions waiting for treatment, caused by the breakdown of an equipment "
D06-A03,F07-AC1,D06a,A,Messages,loss,Dtr.per,AC.E,Inc,,,,,,A,A,"Accidental loss of data during a transfer: messages or transactions waiting for treatment, due to a fire"
D06-A04,F07-AC1,D06a,A,Messages,loss,Dtr.per,AC.E,Ino,,,,,,A,A,"Accidental loss of data during a transfer: messages or transactions waiting for treatment, due to flooding"
D06-A05,F07-MA1,D06a,A,data,erasure,Dtr.des,MA.L,Del,,,,,E,M,A,Malicious destruction of data during a transfer: erasure of data by a member of the production team
D06-A06,F07-MA1,D06a,A,data,erasure,Dtr.des,MA.L,Del,,,,,Pna,M,A,Malicious destruction of data during a transfer: erasure of data by a member of the staff not authorized
D07-A01,F07-AC1,D07,A,e-mails,loss,Dtr.per,IF.L,Exp,,,,,,A,A,"Accidental loss of data during a transfer: e-mails during emission or receipt, due to a production incident"
D07-A02,F07-AC1,D07,A,e-mails,loss,Dtr.per,AC.M,Equ,,,,,,A,A,"Accidental loss of data during a transfer: e-mails during emission or receipt, caused by the breakdown of an equipment "
D07-A03,F07-AC1,D07,A,e-mails,loss,Dtr.per,AC.E,Inc,,,,,,A,A,"Accidental loss of data during a transfer: e-mails during emission or receipt, due to a fire"
D07-A04,F07-AC1,D07,A,e-mails,loss,Dtr.per,AC.E,Ino,,,,,,A,A,"Accidental loss of data during a transfer: e-mails during emission or receipt, due to flooding"
D07-A05,F07-ER1,D07,A,e-mails,erasure,Dtr.per,ER.P,Pro,,,,Tru,Ua,E,A,"Loss of data, due to an error, during a transfer: e-mails during emission or receipt, due to a procedure error, during user treatments"
D07-A06,F07-ER1,D07,A,e-mails,erasure,Dtr.per,ER.P,Pro,,,,Exp,E,E,A,"Loss of data, due to an error, during a transfer: e-mails during emission or receipt, due to a procedure error, during production"
D07-A07,F07-ER1,D07,A,e-mails,erasure,Dtr.per,ER.P,Pro,,,,Mai,M,E,A,"Loss of data, due to an error, during a transfer: e-mails during emission or receipt, due to a procedure error, during a maintenance operation"
D07-A08,F07-MA1,D07,A,e-mails,erasure,Dtr.per,MA.L,Del,,,,,E,M,A,Malicious destruction of data during a transfer: erasure of e-mails by a member of the production team
D07-A09,F07-MA1,D07,A,e-mails,erasure,Dtr.per,MA.L,Del,,,,,Pna,M,A,Malicious destruction of data during a transfer: erasure of e-mails by a member of the staff not authorized
D08-A01,F07-AC2,D08,A,fax,Destruction,Dtr.per,IC.E,De,,,,Emi,,A,A,"Accidental loss of documents during a transportation: fax during emission or receipt, due to a liquid (water) damage"
D08-A02,F07-AC2,D08,A,fax,Destruction,Dtr.per,AC.E,Inc,,,,Emi,,A,A,"Accidental loss of documents during a transportation: fax during emission or receipt, due to a fire"
D08-A03,F07-AC2,D08,A,fax,Destruction,Dtr.per,AC.E,Ino,,,,Emi,,A,A,"Accidental loss of documents during a transportation: fax during emission or receipt, due to flooding"
D08-A04,F07-AC2,D08,A,fax,loss,Dtr.per,AC.M,Equ,,,,Emi,,A,A,"Accidental loss of documents during a transportation: fax during emission or receipt, caused by the breakdown of an equipment "
D08-A05,F07-AC2,D08,A,post mail,Destruction,Dtr.per,IC.E,De,,,,Emi,,A,A,"Accidental loss of documents during a transportation: post mail during emission or receipt, due to a liquid (water) damage"
D08-A06,F07-AC2,D08,A,post mail,Destruction,Dtr.per,AC.E,Inc,,,,Emi,,A,A,"Accidental loss of documents during a transportation: post mail during emission or receipt, due to a fire"
D08-A07,F07-AC2,D08,A,post mail,Destruction,Dtr.per,AC.E,Ino,,,,Emi,,A,A,"Accidental loss of documents during a transportation: post mail during emission or receipt, due to flooding"
D08-A08,F07-ER2,D08,A,fax,loss,Dtr.per,ER.P,Pro,Bur,,,Tru,,E,A,"Loss of documents due to an error, during a transfer: fax, due to a procedure error, during user treatments"
D08-A09,F07-ER2,D08,A,post mail,loss,Dtr.per,ER.P,Pro,Bur,,,Tru,,E,A,"Loss of documents due to an error, during a transfer: post mail, due to a procedure error, during user treatments"
D08-A10,F07-MA2,D08,A,fax,disappearance,Dtr.per,MA.P,Vol,Lof,,,,Pna,M,A,"Malicious destruction of documents during a transfer : theft of fax, in the fax office by a member of the staff not authorized"
D08-A11,F07-MA2,D08,A,fax,disappearance,Dtr.per,MA.P,Vol,Dis,,,,Per,M,A,"Malicious destruction of documents during a transfer : theft of fax, in the distribution office by a member of the enterprise staff"
D08-A12,F07-MA2,D08,A,fax,Transfer,Dtr.per,MA.L,Fal,,,,,,M,A,Malicious destruction of documents during a transfer 
D08-A13,F07-MA2,D08,A,post mail,disappearance,Dtr.per,MA.P,Vol,Loc,,,,Pna,M,A,"Malicious destruction of documents during a transfer : theft of post mail, in the post mail office by a member of the staff not authorized"
D08-A14,F07-MA2,D08,A,post mail,disappearance,Dtr.per,MA.P,Vol,Dis,,,,Per,M,A,"Malicious destruction of documents during a transfer : theft of post mail, in the distribution office by a member of the enterprise staff"
D09-A01,F08-AC,D09,A,Document,inoperability,Med.ine,IC.E,De,Arc,,,,,A,A,"Accidental disappearance or impossibility to use a document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, due to a liquid (water) damage"
D09-A02,F08-AC,D09,A,Document,Destruction,Med.des,AC.E,Inc,Arc,,,,,A,A,"Accidental disappearance or impossibility to use a document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, due to a fire"
D09-A03,F08-AC,D09,A,Document,Destruction,Med.des,AC.E,Ino,Arc,,,,,A,A,"Accidental disappearance or impossibility to use a document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, due to flooding"
D09-A04,F08-ER,D09,A,Document,loss of reference,Med.dIs,ER.P,Pro,Arc,,,,,E,A,"Loss of document of archives (patrimony or documents) or important documents to preserve for a long period of time, due to to a procedure error, within the archival premises"
D09-A05,F08-MA,D09,A,Document,disappearance,Med.dIs,MA.P,Vol,Arc,Hou,,,Pa,M,A,"Malevolent disappearance, theft or destruction of document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, by an authorized staff member, during working hours"
D09-A06,F08-MA,D09,A,Document,disappearance,Med.dIs,MA.P,Vol,Arc,Hho,,,Pse,M,A,"Malevolent disappearance, theft or destruction of document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, by a member of the services team, outside working hours"
D09-A07,F08-MA,D09,A,Document,disappearance,Med.dIs,MA.P,Vol,Arc,Hou,,,Pna,M,A,"Malevolent disappearance, theft or destruction of document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, by a member of the staff not authorized, during working hours"
D09-A08,F08-MA,D09,A,Document,disappearance,Med.dIs,MA.P,Vol,Arc,Hho,,,Pna,M,A,"Malevolent disappearance, theft or destruction of document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, by a member of the staff not authorized, outside working hours"
D09-A09,F08-MA,D09,A,Document,disappearance,Med.dIs,MA.P,Vol,Dis,,,Tran,Pna,M,A,"Malevolent disappearance, theft or destruction of document of archives (patrimony or documents) or important documents to preserve for a long period of time, during the transportation between sites"
D09-A10,F08-MA,D09,A,Document,Destruction,Med.dIs,MA.P,Ter,Arc,,,,Tve,M,A,"Malevolent disappearance, theft or destruction of document of archives (patrimony or documents) or important documents to preserve for a long period of time, within the archival premises, by vandals or terrorists acting from outside"
D10-A01,F01-ER1,D10,A,File,erasure,Fic.eff,ER.P,Pro,Exp,,Ain,,Ua,E,A,"Erasure, due to an error, of files of digitalized archives , by an authorized user, connected from the internal network"
D10-A02,F01-ER1,D10,A,File,erasure,Fic.eff,ER.P,Pro,Exp,,Ain,,E,E,A,"Erasure, due to an error, of files of digitalized archives , by a member of the production team, connected from the internal network"
D10-A03,F01-EM1,D10,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,E,M,A,"Malicious erasure of files and backups of digitalized archives , by a member of the production team, connected from the internal network"
D10-A04,F01-EM1,D10,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,Ual,M,A,"Malicious erasure of files and backups of digitalized archives , by a user authorized legitimately, connected from the internal network"
D10-A05,F01-EM1,D10,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,Uai,M,A,"Malicious erasure of files and backups of digitalized archives , by a user authorized illegitimately, connected from the internal network"
D10-A06,F01-EM1,D10,A,File,erasure,Fic.eff,MA.L,Del,Exp,,Ain,,Pna,M,A,"Malicious erasure of files and backups of digitalized archives , by a member of the staff not authorized, connected from the internal network"
D10-A07,F02-AC1,D10,A,Media,Destruction,Med.des,AC.E,Inc,Med,,,,,A,A,"Loss, due to accidental destruction, of media supporting files of digitalized archives , in the media storage premises, due  to a fire"
D10-A08,F02-AC1,D10,A,Media,Destruction,Med.des,AC.E,Ino,Med,,,,,A,A,"Loss, due to accidental destruction, of media supporting files of digitalized archives , in the media storage premises, due to flooding"
D10-A09,F03-AC1,D10,A,Media,disappearance,Med.dis,ER.P,Peo,Arc,,,,,A,A,"Loss, due to accidental disappearance, of media supporting files of digitalized archives , within the archival premises"
D10-A10,F03-AC1,D10,A,Media,disappearance,Med.dis,ER.P,Peo,Exp,,,,,A,A,"Loss, due to accidental disappearance, of media supporting files of digitalized archives , within the production premises"
D10-A11,F03-MA1,D10,A,Media,disappearance,Med.dis,MA.P,Vol,Arc,,,,Pa,M,A,"Theft of media supporting files of digitalized archives , within the archival premises, by an authorized staff member"
D10-A12,F03-MA1,D10,A,Media,disappearance,Med.dis,MA.P,Vol,Arc,,,,Pna,M,A,"Theft of media supporting files of digitalized archives , within the archival premises, by a member of the staff not authorized"
