7|MEHARI_SecurityAndArchitecture|||||||
07A|Control of access to systems |||||||
07A01|Management of access profiles (rights and privileges granted by functional profile) |||||||
07A01-01|Has a management policy for access rights to the systems been established, built from an analysis of the security requirements based on the business stakes?|2|||E1|9.1.1|11.1.1|
07C02-05|"Do the rules specifying the accesses to privileged system calls to be logged include the relevant elements needed for subsequent investigation in the case of anomaly?
The rules must specify for each type of system call (create, read, update or delete) the basic elements to record, for example, the nature of the event, the user identifier, the systems services required, date and time etc."|2|||E2|12.4.1|10.10.1|
07C02-06|Have these rules been validated by Legal Department (particularly for logs containing personal data)?|2|2||E3|12.4.1|10.10.1|
07C02-07|Are all these records archived (on disk, cassettes, optical disk, etc.) and conserved for a long period in such a way as to not be falsifiable?|2|||E2|12.4.1; 12.4.2|10.10.3; 10.10.1|
07C02-08|"Are the parameters for definition and management of the rules for recording privileged system calls under strict control?
A strict control requires that the list of persons allowed to change the recording parameters be strictly limited and that there exists a reinforced access control to effect these modifications and that these modifications be logged and audited."|4|2||R1|12.4.2|10.10.3|
07C02-09|"Are the processes which ensure the recording of privileged system calls under strict control?
A strict control requires that the software used for recording has been validated and undergoes a regular test for integrity (closed with seal) and that there be an audit at least once a year of recording procedures and processes (including the processes which aim to detect modification attempts and the processes which respond to these modification attempts)."|4|3||C1|||
07D|Security of the architecture|||||||
07D01|Service continuity of the architecture and of its components|||||||
07D01-01|"Has an analysis been carried out of the various shared equipment and systems (apart from the architecture of the applications but including general peripheral systems such as backup systems and robots, print servers and centralized printing equipment) in order to highlight the needs of service continuity?
An in depth analysis assumes that a list of failure scenarios has been established and that the consequences of such events have been analyzed."|4|2||E2|||
07D01-02|Has this analysis allowed to detail the minimum performance levels that must be maintained for each system and have these performance levels been accepted by users or information owners?|4|2||E2|||
07D01-03|Has the appropriate level of architectural redundancy been determined (e.g. clusters or disk replication ) for the servers or equipment concerned? |4|2||E2|||
07D01-04|"Does the architecture and its implementation guarantee that the minimum performance levels will be exceeded in the case of an incident of failure?
Such a guarantee supposes that either fail safe systems are entirely automatic or that sufficient detection systems and staff are in place so as to manually reconfigure them."|4|2||E2|||
07D01-05|Is there an assurance in this case that secondary equipment (power supply, air-conditioning, etc. ) does not introduce any additional risk and does not eliminate redundancy envisaged for the systems architecture or equipment?|2|||E3|||
07D01-06|Does any shutdown or inhibition of redundant equipment or system devoted to detecting the need for human intervention or for automatic reconfiguration trigger an alarm to an operational manager? |2|||R1|||
07D01-07|Are regular tests made to demonstrate that security equipment is able to guarantee minimum performance levels required in the case of an incident or failure? |2|3||C1|||
07D02|Isolation of Sensitive Systems|||||||
07D02-01|"Has the systems' sensitivity been analyzed (based on the applications and data processed) including peripheral systems or robots used for storage or archiving, print servers or central printing equipment, etc.) to highlight their security requirements?
A thorough analysis implies the establishment of a list of incident scenarios (A, I, C), for which all foreseeable consequences were analyzed."|3|||E2||11.6.2|
07D02-02|Did this analysis allow to formalize minimum requirements for each system and were these minimum requirements accepted by the users (information owner)?|3|||E2||11.6.2|
07D02-03|"Have appropriate isolation measures (physical and logical) been determined for these servers and equipment?
These measures may impose to use different data centers for sensitive servers or applications from other servers."|3|||E2||11.6.2|
