8|MEHARI_ITProductionEnvironment|||||||
08A|Security of operational procedures |||||||
08A01|Consideration of security in relation with operational personnel (permanent and temporary staff)|||||||
08A01-01|"Is there a security policy, specifically aimed at operations personnel, related to information systems?
This policy should cover the requirements for the protection of information as well as the protection of physical assets and processes and mention the forbidden behaviors"|4|||E1|11.2.1|9.2.1|
08D04-06|"Are the production routines which ensure backups protected, against illicit or undue modification, by secure mechanisms? 
Such mechanisms might be electronic seal or any equivalent modification detection system."|4|3||R1|12.3.1|10.5.1|
08D04-07|Are regular tests made of the readability of backups?|2|3||R2|12.3.1|10.5.1|
08D04-08|Are all software backup plans and procedures subject to regular audit?|2|3||C1|||
08D05|Backup of application data |||||||
08D05-01|Has a preliminary study been made, in conjunction with the users, to identify the scenarios which backups must be able to cover?|1|||E1|12.3.1|10.5.1|
08D05-02|"Has an analysis been carried out with the users in order to define for each file the maximum acceptable time between two backups? 
These studies are to be based on the capacity to rebuild lost information and permit to define the required backup cycle "|2|||E1|12.3.1|10.5.1|
08D05-03|Have studies been made of the necessary synchronization between bound backups for all platforms in order to ensure the proper functioning of the resumed applications and the coherence of the data necessary for this resumption?|2|||E1|12.3.1|10.5.1|
08D05-04|From above studies, have the various procedures been recorded in a backup plan comprising, for each class of files, the frequency, the details of constitution and the necessary synchronizations?|4|2||E2|12.3.1|10.5.1|
08D05-05|Does the backup plan integrate a control plan pointing out the various control points (size of files, duration, reread, etc.) and their frequency?|2|||E3|12.3.1|10.5.1|
08D05-06|Does the control plan mention the actions to effect in the case of incident or anomaly?|2|||E3|12.3.1|10.5.1|
08D05-07|"Is the backup plan updated each time the operation's environment is changed?
Updates should occur in particular at the time of addition or modification of applications"|2|||E2|12.3.1|10.5.1|
08D05-08|Has the backup plan been translated to automatic operational routines? |2|||E2|12.3.1|10.5.1|
08D05-09|Are regular controls carried out to ensure that a restart or start up is possible from the backups made (i.e. a complete test which verifies all functionality and the absence of synchronization or coherence problems)?  |4|2||E2|12.3.1; 17.1.2; 17.1.3|10.5.1; 14.1.5|
08D05-10|"Are production routines which effect backups under strict control with regard to illicit or undue modification?
A strict control requires a reinforced access control to modify these routines, a logging and an audit of all modification and/or an integrity control by electronic signing of the automatic operational routines."|4|3||R1|12.3.1|10.5.1|
08D05-11|Do the data saving and retention procedures offer guarantees of compliance to regulations and commitments from the organization regarding confidentiality and integrity?|1|||E3|12.3.1|10.5.1|
08D05-12|Are there regular tests to reread backups of application data? |2|3||E2|12.3.1|10.5.1|
08D05-13|Are several generations of files systematically kept in order to guard against any losses or illegibility by organizing, for example, the rotation of backup storage media? |4|||E3|12.3.1|10.5.1|
08D05-14|Are all data backup plans and procedures regularly audited? |2|3||C1|||
08D06|Disaster Recovery Planning for IT operations|||||||
08D06-01|Have all the scenarios which may impact the IT infrastructure and services been considered and, for each scenario, the consequences in terms of service unavailability for users?|4|||E1|17.1.2|14.1.3|
08D06-02|"For each scenario, and in agreement with the users, have a list and schedule of IT service resume been defined?
Loss of information, means to reconstruct them and temporary operational procedures must be considered."|4|2||E2|17.1.2|14.1.3|
08D06-03|Has an activity recovery solution been defined and implemented to resolve each scenario identified above, in accordance with user requirements?|4||2|E1|17.1.2|14.1.3|
08D06-04|"Are the technical, organizational and human resources sufficient to address the organization's requirements for IT continuity?
This means being able to correct personnel deficiencies"|4|||E2|17.1.2|14.1.3|
08D06-05|"Are the technical, organizational and human resources educated to address the organization's requirements for IT continuity?
This implies to train appropriately all concerned staff."|4|||E2|17.1.2|14.1.3|
08D06-06|Are all these solutions described in detail in Disaster Recovery Plans including the conditions for triggering the plan, the actions to execute, the priorities, the actors to mobilize and their contact details? |4|||E1|17.1.2|14.1.3|
