11|MEHARI_UserWorkEquipment|||||||
11A|Security of the operational procedures  for the whole set of users' equipment|||||||
11A01|Control of the installation of new  software or system versions on the users' equipment|||||||
11A01-01|Are the decisions to change or update users' software versions subject to a control procedure (registration, planning, formal approval, communication to all concerned individuals, etc.)?|4|||E1|12.1.2; 12.1.3; 12.6.2|10.1.2; 10.3.1|
11E02-02|"Is the authentication protocol used for administrators or holders of special rights considered to be secure?
An authentication protocol is considered secure if it is not susceptible to being broken by a listening device on the network or rendered inoperable by specialists tools (in particular password crack tools). Such security usually uses cryptographic methods."|4||4|E2|6.1.2||
11E02-03|"Are the rules, for instance in the case of passwords, considered to be very strict?
Strict rules impose the use of tested non-trivial passwords, using a mixture of different types of characters and of a reasonable length (ten characters). It is desirable that these rules have been approved by the Information Security Officer"|2|||E2|6.1.2||
11E02-04|Is there a consistent control of the administrator's rights, of its context, and of the suitability of this context with the requested access, as per formal rules of access control?|4|||E2|6.1.2||
11E02-05|"Are authentication parameters under strict control?
A strict control requires that the list of people able to change authentication rules, the credentials themselves and the surveillance rules of connection attempts be strictly limited, that there be a reinforced access control in order to be able to modify these rights and that any modification of these rights be logged and audited and that there be a general audit at least once a year of all authentication parameters."|4|2||R1|||
11E02-06|"Are the processes that guarantee authentication under strict control? 
A strict control requires that the software used has been validated and undergoes a regular test for integrity (seal) and that there is an audit at least once a year of the authentication procedures and processes."|4|3||R1|||
11E02-07|Is there a regular audit of the procedures of  the security parameters attached to protecting profiles and rights? |4|3||C1|||
11E03|Surveillance of system administrators' actions over the users' workstations|||||||
11E03-01|Has a detailed analysis been carried out of the events and operations carried out with administrative rights on the users' workstations which may potentially have an impact on system security? |2|||E2|12.4.3|10.10.4|
11E03-02|Are these events recorded as well as all parameters which may be useful for their subsequent analysis? |4|||E2|12.4.3|10.10.4|
11E03-03|Is there a system able to detect any modification or deletion of a past record and to immediately trigger an alarm to a manager? |4|2||E3|12.4.3|10.10.4|
11E03-04|Is there a summary of these records enabling management to detect abnormal behavior?|4||3|E3|12.4.3|10.10.4|
11E03-05|Is there a system enabling the detection of any modification of recording parameters and to immediately trigger an alarm to a manager? |4|2||E3|12.4.3|10.10.4|
11E03-06|Does any inhibition of the recording and processing of the logged events system trigger an alarm to a manager? |4|||E3|12.4.3|10.10.4|
11E03-07|Are all records or summary analysis protected against any falsification or destruction?|2|||E2|12.4.3|10.10.4|
11E03-08|Are all records or summary analysis kept for a long period?|2|||E2|12.4.3|10.10.4|
11E03-09|Are the procedures, which record and process privileged operations, regularly audited? |2|||C1|12.4.3|10.10.4|
